source,target,relation
0,32,"r_dns_a"
0,136,"r_subdomain"
1,87,"r_dns_cname"
2,87,"r_dns_cname"
3,87,"r_dns_cname"
5,87,"r_dns_cname"
6,87,"r_dns_cname"
7,87,"r_dns_cname"
8,87,"r_dns_cname"
13,87,"r_dns_cname"
15,14,"r_cidr"
15,60,"r_asn"
17,16,"r_cidr"
17,60,"r_asn"
19,18,"r_cidr"
19,61,"r_asn"
21,20,"r_cidr"
21,60,"r_asn"
23,22,"r_cidr"
23,60,"r_asn"
25,24,"r_cidr"
25,60,"r_asn"
27,26,"r_cidr"
27,60,"r_asn"
30,29,"r_cidr"
30,60,"r_asn"
32,31,"r_cidr"
32,61,"r_asn"
38,37,"r_cidr"
38,60,"r_asn"
39,37,"r_cidr"
39,60,"r_asn"
41,70,"r_whois_phone"
41,11,"r_dns_a"
41,58,"r_cert"
41,74,"r_whois_email"
41,97,"r_whois_name"
41,143,"r_subdomain"
41,148,"r_request_jump"
43,42,"r_cidr"
43,61,"r_asn"
44,42,"r_cidr"
44,61,"r_asn"
45,87,"r_dns_cname"
46,87,"r_dns_cname"
52,51,"r_cidr"
52,60,"r_asn"
54,53,"r_cidr"
54,60,"r_asn"
55,53,"r_cidr"
55,60,"r_asn"
59,70,"r_whois_phone"
59,10,"r_dns_a"
59,58,"r_cert"
59,74,"r_whois_email"
59,97,"r_whois_name"
59,146,"r_subdomain"
59,148,"r_request_jump"
73,21,"r_dns_a"
73,147,"r_subdomain"
75,12,"r_dns_a"
75,57,"r_cert"
75,148,"r_subdomain"
76,70,"r_whois_phone"
76,71,"r_whois_phone"
76,52,"r_dns_a"
76,74,"r_whois_email"
76,96,"r_whois_name"
76,97,"r_whois_name"
76,103,"r_whois_email"
76,149,"r_subdomain"
79,19,"r_dns_a"
79,150,"r_subdomain"
80,65,"r_whois_phone"
80,70,"r_whois_phone"
80,74,"r_whois_email"
80,86,"r_whois_email"
80,87,"r_dns_cname"
80,97,"r_whois_name"
80,123,"r_whois_name"
80,151,"r_subdomain"
81,70,"r_whois_phone"
81,9,"r_dns_a"
81,74,"r_whois_email"
81,97,"r_whois_name"
81,152,"r_subdomain"
82,67,"r_whois_phone"
82,70,"r_whois_phone"
82,47,"r_whois_email"
82,48,"r_dns_a"
82,74,"r_whois_email"
82,78,"r_whois_name"
82,97,"r_whois_name"
82,153,"r_subdomain"
83,66,"r_whois_phone"
83,70,"r_whois_phone"
83,34,"r_dns_a"
83,74,"r_whois_email"
83,89,"r_whois_email"
83,97,"r_whois_name"
83,154,"r_subdomain"
83,202,"r_whois_name"
85,70,"r_whois_phone"
85,71,"r_whois_phone"
85,28,"r_dns_a"
85,74,"r_whois_email"
85,96,"r_whois_name"
85,97,"r_whois_name"
85,103,"r_whois_email"
85,155,"r_subdomain"
87,125,"r_dns_cname"
88,27,"r_dns_a"
88,63,"r_whois_name"
88,156,"r_subdomain"
90,70,"r_whois_phone"
90,56,"r_dns_a"
90,74,"r_whois_email"
90,97,"r_whois_name"
90,157,"r_subdomain"
91,64,"r_whois_phone"
91,30,"r_dns_a"
91,96,"r_whois_name"
91,103,"r_whois_email"
91,159,"r_subdomain"
92,58,"r_cert"
92,148,"r_request_jump"
92,160,"r_subdomain"
93,64,"r_whois_phone"
93,27,"r_dns_a"
93,96,"r_whois_name"
93,103,"r_whois_email"
93,161,"r_subdomain"
94,72,"r_whois_phone"
94,19,"r_dns_a"
94,62,"r_whois_name"
94,84,"r_whois_email"
94,162,"r_subdomain"
95,71,"r_whois_phone"
95,17,"r_dns_a"
95,96,"r_whois_name"
95,103,"r_whois_email"
95,163,"r_subdomain"
98,164,"r_subdomain"
99,72,"r_whois_phone"
99,21,"r_dns_a"
99,62,"r_whois_name"
99,84,"r_whois_email"
99,165,"r_subdomain"
100,70,"r_whois_phone"
100,35,"r_dns_a"
100,74,"r_whois_email"
100,97,"r_whois_name"
100,166,"r_subdomain"
101,58,"r_cert"
101,148,"r_request_jump"
101,167,"r_subdomain"
102,148,"r_request_jump"
104,71,"r_whois_phone"
104,21,"r_dns_a"
104,96,"r_whois_name"
104,103,"r_whois_email"
104,168,"r_subdomain"
105,148,"r_request_jump"
106,148,"r_request_jump"
107,148,"r_request_jump"
108,148,"r_request_jump"
109,148,"r_request_jump"
110,148,"r_request_jump"
111,148,"r_request_jump"
112,148,"r_request_jump"
113,148,"r_request_jump"
114,148,"r_request_jump"
115,148,"r_request_jump"
116,148,"r_request_jump"
117,148,"r_request_jump"
118,148,"r_request_jump"
119,148,"r_request_jump"
120,148,"r_request_jump"
121,148,"r_request_jump"
122,148,"r_request_jump"
124,87,"r_subdomain"
126,71,"r_whois_phone"
126,54,"r_dns_a"
126,96,"r_whois_name"
126,103,"r_whois_email"
126,179,"r_subdomain"
127,71,"r_whois_phone"
127,21,"r_dns_a"
127,96,"r_whois_name"
127,103,"r_whois_email"
127,180,"r_subdomain"
128,17,"r_dns_a"
128,181,"r_subdomain"
129,58,"r_cert"
129,148,"r_request_jump"
129,182,"r_subdomain"
130,64,"r_whois_phone"
130,55,"r_dns_a"
130,96,"r_whois_name"
130,103,"r_whois_email"
130,183,"r_subdomain"
131,71,"r_whois_phone"
131,43,"r_dns_a"
131,96,"r_whois_name"
131,103,"r_whois_email"
131,184,"r_subdomain"
132,71,"r_whois_phone"
132,19,"r_dns_a"
132,96,"r_whois_name"
132,103,"r_whois_email"
132,185,"r_subdomain"
133,66,"r_whois_phone"
133,70,"r_whois_phone"
133,33,"r_dns_a"
133,74,"r_whois_email"
133,89,"r_whois_email"
133,97,"r_whois_name"
133,186,"r_subdomain"
133,202,"r_whois_name"
134,70,"r_whois_phone"
134,71,"r_whois_phone"
134,25,"r_dns_a"
134,74,"r_whois_email"
134,96,"r_whois_name"
134,97,"r_whois_name"
134,103,"r_whois_email"
134,187,"r_subdomain"
135,71,"r_whois_phone"
135,38,"r_dns_a"
135,96,"r_whois_name"
135,103,"r_whois_email"
135,188,"r_subdomain"
136,32,"r_dns_a"
137,87,"r_dns_cname"
138,87,"r_dns_cname"
139,87,"r_dns_cname"
140,87,"r_dns_cname"
141,87,"r_dns_cname"
142,87,"r_dns_cname"
143,41,"r_dns_cname"
144,87,"r_dns_cname"
145,87,"r_dns_cname"
146,70,"r_whois_phone"
146,4,"r_cert"
146,10,"r_dns_a"
146,59,"r_dns_cname"
146,74,"r_whois_email"
146,97,"r_whois_name"
147,21,"r_dns_a"
148,12,"r_dns_a"
148,75,"r_dns_cname"
149,70,"r_whois_phone"
149,71,"r_whois_phone"
149,52,"r_dns_a"
149,74,"r_whois_email"
149,96,"r_whois_name"
149,97,"r_whois_name"
149,103,"r_whois_email"
150,19,"r_dns_a"
151,65,"r_whois_phone"
151,70,"r_whois_phone"
151,50,"r_dns_a"
151,74,"r_whois_email"
151,86,"r_whois_email"
151,87,"r_dns_cname"
151,97,"r_whois_name"
151,123,"r_whois_name"
152,70,"r_whois_phone"
152,9,"r_dns_a"
152,74,"r_whois_email"
152,97,"r_whois_name"
153,67,"r_whois_phone"
153,70,"r_whois_phone"
153,47,"r_whois_email"
153,48,"r_dns_a"
153,74,"r_whois_email"
153,78,"r_whois_name"
153,97,"r_whois_name"
154,66,"r_whois_phone"
154,70,"r_whois_phone"
154,34,"r_dns_a"
154,74,"r_whois_email"
154,89,"r_whois_email"
154,97,"r_whois_name"
154,202,"r_whois_name"
155,70,"r_whois_phone"
155,71,"r_whois_phone"
155,28,"r_dns_a"
155,74,"r_whois_email"
155,96,"r_whois_name"
155,97,"r_whois_name"
155,103,"r_whois_email"
156,27,"r_dns_a"
156,63,"r_whois_name"
157,70,"r_whois_phone"
157,56,"r_dns_a"
157,74,"r_whois_email"
157,97,"r_whois_name"
158,148,"r_request_jump"
159,64,"r_whois_phone"
159,30,"r_dns_a"
159,96,"r_whois_name"
159,103,"r_whois_email"
161,64,"r_whois_phone"
161,27,"r_dns_a"
161,96,"r_whois_name"
161,103,"r_whois_email"
162,72,"r_whois_phone"
162,19,"r_dns_a"
162,62,"r_whois_name"
162,84,"r_whois_email"
163,71,"r_whois_phone"
163,17,"r_dns_a"
163,96,"r_whois_name"
163,103,"r_whois_email"
164,58,"r_cert"
164,148,"r_request_jump"
165,72,"r_whois_phone"
165,21,"r_dns_a"
165,62,"r_whois_name"
165,84,"r_whois_email"
166,70,"r_whois_phone"
166,35,"r_dns_a"
166,74,"r_whois_email"
166,97,"r_whois_name"
168,71,"r_whois_phone"
168,21,"r_dns_a"
168,96,"r_whois_name"
168,103,"r_whois_email"
169,148,"r_request_jump"
170,148,"r_request_jump"
171,148,"r_request_jump"
172,148,"r_request_jump"
173,148,"r_request_jump"
174,148,"r_request_jump"
175,148,"r_request_jump"
176,148,"r_request_jump"
177,148,"r_request_jump"
178,148,"r_request_jump"
179,71,"r_whois_phone"
179,54,"r_dns_a"
179,96,"r_whois_name"
179,103,"r_whois_email"
180,71,"r_whois_phone"
180,21,"r_dns_a"
180,96,"r_whois_name"
180,103,"r_whois_email"
181,17,"r_dns_a"
183,64,"r_whois_phone"
183,55,"r_dns_a"
183,96,"r_whois_name"
183,103,"r_whois_email"
184,71,"r_whois_phone"
184,43,"r_dns_a"
184,96,"r_whois_name"
184,103,"r_whois_email"
185,71,"r_whois_phone"
185,19,"r_dns_a"
185,96,"r_whois_name"
185,103,"r_whois_email"
186,66,"r_whois_phone"
186,70,"r_whois_phone"
186,33,"r_dns_a"
186,74,"r_whois_email"
186,89,"r_whois_email"
186,97,"r_whois_name"
186,202,"r_whois_name"
187,70,"r_whois_phone"
187,71,"r_whois_phone"
187,25,"r_dns_a"
187,74,"r_whois_email"
187,96,"r_whois_name"
187,97,"r_whois_name"
187,103,"r_whois_email"
188,71,"r_whois_phone"
188,38,"r_dns_a"
188,96,"r_whois_name"
188,103,"r_whois_email"
189,64,"r_whois_phone"
189,32,"r_dns_a"
189,96,"r_whois_name"
189,103,"r_whois_email"
190,69,"r_whois_phone"
190,70,"r_whois_phone"
190,36,"r_dns_a"
190,49,"r_whois_email"
190,74,"r_whois_email"
190,97,"r_whois_name"
190,206,"r_whois_name"
191,64,"r_whois_phone"
191,15,"r_dns_a"
191,77,"r_cert"
191,96,"r_whois_name"
191,103,"r_whois_email"
192,71,"r_whois_phone"
192,23,"r_dns_a"
192,96,"r_whois_name"
192,103,"r_whois_email"
193,68,"r_whois_phone"
193,70,"r_whois_phone"
193,40,"r_dns_a"
193,74,"r_whois_email"
193,97,"r_whois_name"
193,197,"r_whois_email"
193,200,"r_whois_name"
194,70,"r_whois_phone"
194,71,"r_whois_phone"
194,39,"r_dns_a"
194,74,"r_whois_email"
194,96,"r_whois_name"
194,97,"r_whois_name"
194,103,"r_whois_email"
195,71,"r_whois_phone"
195,44,"r_dns_a"
195,96,"r_whois_name"
195,103,"r_whois_email"
196,64,"r_whois_phone"
196,32,"r_dns_a"
196,96,"r_whois_name"
196,103,"r_whois_email"
196,189,"r_subdomain"
198,69,"r_whois_phone"
198,70,"r_whois_phone"
198,36,"r_dns_a"
198,49,"r_whois_email"
198,74,"r_whois_email"
198,97,"r_whois_name"
198,190,"r_subdomain"
198,206,"r_whois_name"
199,64,"r_whois_phone"
199,15,"r_dns_a"
199,77,"r_cert"
199,96,"r_whois_name"
199,103,"r_whois_email"
199,191,"r_subdomain"
201,71,"r_whois_phone"
201,23,"r_dns_a"
201,96,"r_whois_name"
201,103,"r_whois_email"
201,192,"r_subdomain"
203,68,"r_whois_phone"
203,70,"r_whois_phone"
203,40,"r_dns_a"
203,74,"r_whois_email"
203,97,"r_whois_name"
203,193,"r_subdomain"
203,197,"r_whois_email"
203,200,"r_whois_name"
204,70,"r_whois_phone"
204,71,"r_whois_phone"
204,39,"r_dns_a"
204,74,"r_whois_email"
204,96,"r_whois_name"
204,97,"r_whois_name"
204,103,"r_whois_email"
204,194,"r_subdomain"
205,71,"r_whois_phone"
205,44,"r_dns_a"
205,96,"r_whois_name"
205,103,"r_whois_email"
205,195,"r_subdomain"
